Record Date,Security Type Description,Security Class Description,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2007-04-30","Nonmarketable","Other","5970.00","0.00","5970.00","13","2007","3","2007","2","04","30"
"2007-04-30","Total Nonmarketable","_","613110.00","3814673.00","4427783.00","14","2007","3","2007","2","04","30"
"2007-04-30","Total Public Debt Outstanding","_","5007058.00","3833110.00","8840168.00","15","2007","3","2007","2","04","30"
"2007-04-30","Total Marketable","_","4393948.00","18437.00","4412385.00","6","2007","3","2007","2","04","30"
"2007-04-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","3","2007","2","04","30"
"2007-04-30","Marketable","Notes","2481730.00","990.00","2482720.00","2","2007","3","2007","2","04","30"
"2007-05-31","Marketable","Notes","2461180.00","1797.00","2462977.00","2","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","3","2007","2","05","31"
"2007-05-31","Total Public Debt Outstanding","_","4980871.00","3848121.00","8828992.00","15","2007","3","2007","2","05","31"
"2007-05-31","Marketable","Treasury Inflation-Protected Securities","434820.00","140.00","434960.00","4","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","3","2007","2","05","31"
"2007-05-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","3","2007","2","05","31"
"2007-05-31","Total Marketable","_","4358641.00","19632.00","4378273.00","6","2007","3","2007","2","05","31"
"2007-05-31","Total Nonmarketable","_","622230.00","3828489.00","4450720.00","14","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","Government Account Series","83802.00","3828489.00","3912291.00","12","2007","3","2007","2","05","31"
"2007-05-31","Marketable","Bills","915490.00","3589.00","919079.00","1","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","Other","5975.00","0.00","5975.00","13","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","State and Local Government Series","300303.00","0.00","300303.00","10","2007","3","2007","2","05","31"
"2007-05-31","Nonmarketable","United States Savings Securities","199168.00","0.00","199168.00","11","2007","3","2007","2","05","31"
"2007-05-31","Marketable","Bonds","547151.00","105.00","547257.00","3","2007","3","2007","2","05","31"
"2007-06-30","Nonmarketable","United States Savings Securities","198648.00","0.00","198648.00","11","2007","3","2007","2","06","30"
"2007-06-30","Total Nonmarketable","_","623520.00","3905054.00","4528574.00","14","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","State and Local Government Series","301624.00","0.00","301624.00","10","2007","3","2007","2","06","30"
"2007-06-30","Total Public Debt Outstanding","_","4943090.00","3924585.00","8867675.00","15","2007","3","2007","2","06","30"
"2007-06-30","Total Marketable","_","4319570.00","19531.00","4339101.00","6","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","Government Account Series","84217.00","3905054.00","3989271.00","12","2007","3","2007","2","06","30"
"2007-06-30","Marketable","Notes","2469083.00","1892.00","2470976.00","2","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","Other","6050.00","0.00","6050.00","13","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","3","2007","2","06","30"
"2007-06-30","Marketable","Bonds","547131.00","124.00","547255.00","3","2007","3","2007","2","06","30"
"2007-06-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","3","2007","2","06","30"
"2007-06-30","Marketable","Treasury Inflation-Protected Securities","437688.00","131.00","437819.00","4","2007","3","2007","2","06","30"
"2007-06-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","3","2007","2","06","30"
"2007-06-30","Marketable","Bills","865668.00","3384.00","869052.00","1","2007","3","2007","2","06","30"
"2007-07-31","Total Nonmarketable","_","620054.00","3908963.00","4529017.00","14","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","Government Account Series","85264.00","3908963.00","3994227.00","12","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","Other","6016.00","0.00","6016.00","13","2007","4","2007","3","07","31"
"2007-07-31","Marketable","Treasury Inflation-Protected Securities","455907.00","133.00","456040.00","4","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","United States Savings Securities","198094.00","0.00","198094.00","11","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","State and Local Government Series","297699.00","0.00","297699.00","10","2007","4","2007","3","07","31"
"2007-07-31","Marketable","Bills","888747.00","3322.00","892068.00","1","2007","4","2007","3","07","31"
"2007-07-31","Marketable","Notes","2491975.00","2084.00","2494060.00","2","2007","4","2007","3","07","31"
"2007-07-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","4","2007","3","07","31"
"2007-07-31","Total Public Debt Outstanding","_","5003717.00","3928722.00","8932438.00","15","2007","4","2007","3","07","31"
"2007-07-31","Total Marketable","_","4383662.00","19759.00","4403421.00","6","2007","4","2007","3","07","31"
"2007-07-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","4","2007","3","07","31"
"2007-07-31","Marketable","Bonds","547033.00","221.00","547254.00","3","2007","4","2007","3","07","31"
"2007-08-31","Total Marketable","_","4476346.00","19854.00","4496199.00","6","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","4","2007","3","08","31"
"2007-08-31","Marketable","Treasury Inflation-Protected Securities","456858.00","135.00","456993.00","4","2007","4","2007","3","08","31"
"2007-08-31","Marketable","Notes","2448153.00","1888.00","2450041.00","2","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","State and Local Government Series","296590.00","0.00","296590.00","10","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","United States Savings Securities","197426.00","0.00","197426.00","11","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","4","2007","3","08","31"
"2007-08-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","Other","6009.00","0.00","6009.00","13","2007","4","2007","3","08","31"
"2007-08-31","Total Nonmarketable","_","620592.00","3888857.00","4509449.00","14","2007","4","2007","3","08","31"
"2007-08-31","Total Public Debt Outstanding","_","5096938.00","3908710.00","9005649.00","15","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","Government Account Series","87585.00","3888857.00","3976442.00","12","2007","4","2007","3","08","31"
"2007-08-31","Marketable","Bonds","560908.00","190.00","561099.00","3","2007","4","2007","3","08","31"
"2007-08-31","Marketable","Bills","1010426.00","3641.00","1014067.00","1","2007","4","2007","3","08","31"
"2007-08-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","4","2007","3","08","31"
"2007-09-30","Nonmarketable","Government Account Series","88153.00","3938619.00","4026772.00","12","2007","4","2007","3","09","30"
"2007-09-30","Marketable","Bills","954607.00","3474.00","958081.00","1","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2007","4","2007","3","09","30"
"2007-09-30","Marketable","Treasury Inflation-Protected Securities","456776.00","140.00","456916.00","4","2007","4","2007","3","09","30"
"2007-09-30","Total Public Debt Outstanding","_","5049306.00","3958348.00","9007653.00","15","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2007","4","2007","3","09","30"
"2007-09-30","Total Nonmarketable","_","620900.00","3938619.00","4559519.00","14","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","Other","6126.00","0.00","6126.00","13","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","United States Savings Securities","197126.00","0.00","197126.00","11","2007","4","2007","3","09","30"
"2007-09-30","Marketable","Notes","2456100.00","1939.00","2458039.00","2","2007","4","2007","3","09","30"
"2007-09-30","Nonmarketable","State and Local Government Series","296513.00","0.00","296513.00","10","2007","4","2007","3","09","30"
"2007-09-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2007","4","2007","3","09","30"
"2007-09-30","Total Marketable","_","4428405.00","19729.00","4448134.00","6","2007","4","2007","3","09","30"
"2007-09-30","Marketable","Bonds","560922.00","176.00","561098.00","3","2007","4","2007","3","09","30"
"2007-10-31","Nonmarketable","State and Local Government Series","297300.00","0.00","297300.00","10","2008","1","2007","4","10","31"
"2007-10-31","Marketable","Bills","934092.00","3981.00","938073.00","1","2008","1","2007","4","10","31"
"2007-10-31","Total Nonmarketable","_","622194.00","3992162.00","4614356.00","14","2008","1","2007","4","10","31"
"2007-10-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2008","1","2007","4","10","31"
"2007-10-31","Marketable","Bonds","560937.00","160.00","561098.00","3","2008","1","2007","4","10","31"
"2007-10-31","Total Public Debt Outstanding","_","5067079.00","4012008.00","9079086.00","15","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","Other","5828.00","0.00","5828.00","13","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","United States Savings Securities","196871.00","0.00","196871.00","11","2008","1","2007","4","10","31"
"2007-10-31","Marketable","Notes","2480546.00","1568.00","2482114.00","2","2008","1","2007","4","10","31"
"2007-10-31","Total Marketable","_","4444884.00","19846.00","4464730.00","6","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","Government Account Series","89213.00","3992162.00","4081375.00","12","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2008","1","2007","4","10","31"
"2007-10-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2008","1","2007","4","10","31"
"2007-10-31","Marketable","Treasury Inflation-Protected Securities","469310.00","137.00","469446.00","4","2008","1","2007","4","10","31"
"2007-11-30","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2008","1","2007","4","11","30"
"2007-11-30","Marketable","Bonds","558445.00","97.00","558542.00","3","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2008","1","2007","4","11","30"
"2007-11-30","Marketable","Bills","1030925.00","4125.00","1035049.00","1","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","State and Local Government Series","296943.00","0.00","296943.00","10","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2008","1","2007","4","11","30"
"2007-11-30","Total Marketable","_","4523526.00","19734.00","4543260.00","6","2008","1","2007","4","11","30"
"2007-11-30","Marketable","Treasury Inflation-Protected Securities","470481.00","187.00","470669.00","4","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","Other","5845.00","0.00","5845.00","13","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","Government Account Series","90634.00","3983028.00","4073662.00","12","2008","1","2007","4","11","30"
"2007-11-30","Total Nonmarketable","_","623054.00","3983028.00","4606082.00","14","2008","1","2007","4","11","30"
"2007-11-30","Nonmarketable","United States Savings Securities","196649.00","0.00","196649.00","11","2008","1","2007","4","11","30"
"2007-11-30","Total Public Debt Outstanding","_","5146579.00","4002762.00","9149341.00","15","2008","1","2007","4","11","30"
"2007-11-30","Marketable","Notes","2463675.00","1326.00","2465000.00","2","2008","1","2007","4","11","30"
"2007-11-30","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2008","1","2007","4","11","30"
"2007-12-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2008","1","2007","4","12","31"
"2007-12-31","Total Marketable","_","4516792.00","19793.00","4536585.00","6","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","Government Account Series","91189.00","4073077.00","4164266.00","12","2008","1","2007","4","12","31"
"2007-12-31","Marketable","Bills","999547.00","4327.00","1003875.00","1","2008","1","2007","4","12","31"
"2007-12-31","Marketable","Notes","2487368.00","1119.00","2488487.00","2","2008","1","2007","4","12","31"
"2007-12-31","Marketable","Treasury Inflation-Protected Securities","471430.00","256.00","471686.00","4","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","Other","5648.00","0.00","5648.00","13","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","R.E.A. Series","1.00","0.00","1.00","9","2008","1","2007","4","12","31"
"2007-12-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","State and Local Government Series","293239.00","0.00","293239.00","10","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","United States Savings Securities","196452.00","0.00","196452.00","11","2008","1","2007","4","12","31"
"2007-12-31","Total Public Debt Outstanding","_","5136303.00","4092870.00","9229173.00","15","2008","1","2007","4","12","31"
"2007-12-31","Marketable","Bonds","558447.00","91.00","558538.00","3","2008","1","2007","4","12","31"
"2007-12-31","Nonmarketable","Foreign Series","2986.00","0.00","2986.00","8","2008","1","2007","4","12","31"
"2007-12-31","Total Nonmarketable","_","619510.00","4073077.00","4692587.00","14","2008","1","2007","4","12","31"
"2008-01-31","Marketable","Bonds","558445.00","92.00","558537.00","3","2008","2","2008","1","01","31"
"2008-01-31","Nonmarketable","United States Savings Securities","195690.00","0.00","195690.00","11","2008","2","2008","1","01","31"
"2008-01-31","Nonmarketable","Other","5392.00","0.00","5392.00","13","2008","2","2008","1","01","31"
"2008-01-31","Marketable","Federal Financing Bank","0.00","14000.00","14000.00","5","2008","2","2008","1","01","31"
"2008-01-31","Total Marketable","_","4513092.00","19794.00","4532886.00","6","2008","2","2008","1","01","31"
"2008-01-31","Marketable","Notes","2502767.00","1182.00","2503949.00","2","2008","2","2008","1","01","31"
"2008-01-31","Nonmarketable","Domestic Series","29995.00","0.00","29995.00","7","2008","2","2008","1","01","31"
