Year,Country,Central government personal income tax rates and thresholds,Value,Flags
"2002","Denmark","Threshold 2",285200,
"2004","Denmark","Threshold 2",304800,
"2005","Denmark","Threshold 2",311500,
"2006","Denmark","Threshold 2",318700,
"2007","Denmark","Threshold 2",327200,
"2008","Denmark","Threshold 2",335800,
"2000","Finland","Threshold 2",10696.8,
"2001","Finland","Threshold 2",14296,
"2002","Finland","Threshold 2",14300,
"2003","Finland","Threshold 2",14400,
"2004","Finland","Threshold 2",14500,
"2005","Finland","Threshold 2",15400,
"2006","Finland","Threshold 2",17000,
"2007","Finland","Threshold 2",20400,
"2008","Finland","Threshold 2",20800,
"2009","Finland","Threshold 2",21700,
"2010","Finland","Threshold 2",22600,
"2011","Finland","Threshold 2",23200,
"2012","Finland","Threshold 2",23900,
"2013","Finland","Threshold 2",23900,
"2000","France","Threshold 2",7976,
"2001","France","Threshold 2",8104,
"2002","France","Threshold 2",8242,
"2003","France","Threshold 2",8382,
"2004","France","Threshold 2",8524,
"2005","France","Threshold 2",8677,
"2006","France","Threshold 2",11198,
"2007","France","Threshold 2",11344,
"2008","France","Threshold 2",11673,
"2009","France","Threshold 2",11720,
"2010","France","Threshold 2",11896,
"2011","France","Threshold 2",11896,
"2012","France","Threshold 2",11896,
"2013","France","Threshold 2",11896,
"2000","Greece","Threshold 2",7953.04,
"2001","Greece","Threshold 2",8352,
"2002","Greece","Threshold 2",13400,
"2003","Greece","Threshold 2",13400,
"2004","Greece","Threshold 2",13400,
"2005","Greece","Threshold 2",13000,
"2006","Greece","Threshold 2",13000,
"2007","Greece","Threshold 2",30000,
"2008","Greece","Threshold 2",30000,
"2009","Greece","Threshold 2",30000,
"2010","Greece","Threshold 2",16000,
"2011","Greece","Threshold 2",12000,
"2012","Greece","Threshold 2",12000,
"2013","Greece","Threshold 2",12000,
"2000","Hungary","Threshold 2",1000000,
"2001","Hungary","Threshold 2",1050000,
"2002","Hungary","Threshold 2",1200000,
"2003","Hungary","Threshold 2",1350000,
"2004","Hungary","Threshold 2",1500000,
"2010","Iceland","Threshold 2",7800000,
"2011","Iceland","Threshold 2",8166600,
"2012","Iceland","Threshold 2",8452400,
"2013","Iceland","Threshold 2",8874108,
"2000","Italy","Threshold 2",15494000,
"2001","Italy","Threshold 2",15494,
"2002","Italy","Threshold 2",15493.71,
"2003","Italy","Threshold 2",29000,
"2004","Italy","Threshold 2",29000,
"2005","Italy","Threshold 2",33500,
"2006","Italy","Threshold 2",33500,
"2007","Italy","Threshold 2",28000,
"2008","Italy","Threshold 2",28000,
"2009","Italy","Threshold 2",28000,
"2010","Italy","Threshold 2",28000,
"2011","Italy","Threshold 2",28000,
"2012","Italy","Threshold 2",28000,
"2013","Italy","Threshold 2",28000,
"2000","Japan","Threshold 2",9000000,
"2001","Japan","Threshold 2",9000000,
"2002","Japan","Threshold 2",9000000,
"2003","Japan","Threshold 2",9000000,
"2004","Japan","Threshold 2",9000000,
"2005","Japan","Threshold 2",9000000,
"2006","Japan","Threshold 2",9000000,
"2007","Japan","Threshold 2",3300000,
"2008","Japan","Threshold 2",3300000,
"2009","Japan","Threshold 2",3300000,
"2010","Japan","Threshold 2",3300000,
"2011","Japan","Threshold 2",3300000,
"2012","Japan","Threshold 2",3300000,
"2013","Japan","Threshold 2",3300000,
"2000","Korea","Threshold 2",40000000,
"2001","Korea","Threshold 2",40000000,
"2002","Korea","Threshold 2",40000000,
"2003","Korea","Threshold 2",40000000,
"2004","Korea","Threshold 2",40000000,
"2005","Korea","Threshold 2",40000000,
"2006","Korea","Threshold 2",40000000,
"2007","Korea","Threshold 2",40000000,
"2008","Korea","Threshold 2",46000000,
"2009","Korea","Threshold 2",46000000,
"2010","Korea","Threshold 2",46000000,
"2011","Korea","Threshold 2",46000000,
"2012","Korea","Threshold 2",46000000,
"2013","Korea","Threshold 2",46000000,
"2000","Luxembourg","Threshold 2",8775.431,
"2001","Luxembourg","Threshold 2",11378.313,
"2002","Luxembourg","Threshold 2",11400,
"2003","Luxembourg","Threshold 2",11400,
"2004","Luxembourg","Threshold 2",11400,
"2005","Luxembourg","Threshold 2",11400,
"2006","Luxembourg","Threshold 2",11400,
"2007","Luxembourg","Threshold 2",11400,
"2008","Luxembourg","Threshold 2",12084,
"2009","Luxembourg","Threshold 2",13173,
"2010","Luxembourg","Threshold 2",13173,
"2011","Luxembourg","Threshold 2",13173,
"2012","Luxembourg","Threshold 2",13173,
"2013","Luxembourg","Threshold 2",13173,
"2000","Mexico","Threshold 2",41028.73,
"2001","Mexico","Threshold 2",43739.23,
"2002","Mexico","Threshold 2",44236,
"2003","Mexico","Threshold 2",44732,
"2004","Mexico","Threshold 2",44732,
"2005","Mexico","Threshold 2",50525,
"2006","Mexico","Threshold 2",50524.92,
"2007","Mexico","Threshold 2",50524.92,
"2008","Mexico","Threshold 2",50524.92,
"2009","Mexico","Threshold 2",50524.92,
"2010","Mexico","Threshold 2",50524.93,
"2011","Mexico","Threshold 2",50524.93,
"2012","Mexico","Threshold 2",50524.93,
"2013","Mexico","Threshold 2",50524.93,
"2000","Netherlands","Threshold 2",22232.508,
"2001","Netherlands","Threshold 2",27008.924,
"2002","Netherlands","Threshold 2",27847,
"2003","Netherlands","Threshold 2",28850,
"2004","Netherlands","Threshold 2",29543,
"2005","Netherlands","Threshold 2",30357,
"2006","Netherlands","Threshold 2",30631,
"2007","Netherlands","Threshold 2",31122,
"2008","Netherlands","Threshold 2",31589,
"2009","Netherlands","Threshold 2",32127,
"2010","Netherlands","Threshold 2",32738,
"2011","Netherlands","Threshold 2",33436,
"2012","Netherlands","Threshold 2",33863,
"2013","Netherlands","Threshold 2",33363,
"2000","New Zealand","Threshold 2",38000,
"2001","New Zealand","Threshold 2",38000,
"2002","New Zealand","Threshold 2",38000,
"2003","New Zealand","Threshold 2",38000,
"2004","New Zealand","Threshold 2",38000,
"2005","New Zealand","Threshold 2",38000,
"2006","New Zealand","Threshold 2",38000,
"2007","New Zealand","Threshold 2",38000,
"2008","New Zealand","Threshold 2",14000,
"2009","New Zealand","Threshold 2",48000,
"2010","New Zealand","Threshold 2",48000,
"2011","New Zealand","Threshold 2",48000,
"2012","New Zealand","Threshold 2",48000,
"2013","New Zealand","Threshold 2",48000,
"2000","Norway","Threshold 2",762700,
"2001","Norway","Threshold 2",793000,
"2002","Norway","Threshold 2",830000,
"2003","Norway","Threshold 2",872000,
"2004","Norway","Threshold 2",906900,
"2005","Norway","Threshold 2",800000,
"2006","Norway","Threshold 2",750000,
"2007","Norway","Threshold 2",650000,
"2008","Norway","Threshold 2",682500,
"2009","Norway","Threshold 2",716600,
"2010","Norway","Threshold 2",741700,
"2011","Norway","Threshold 2",741700,
"2012","Norway","Threshold 2",796400,
"2013","Norway","Threshold 2",828300,
"2000","Poland","Threshold 2",65472,
"2002","Poland","Threshold 2",74048,
"2003","Poland","Threshold 2",74048,
"2004","Poland","Threshold 2",74048,
"2005","Poland","Threshold 2",74048,
"2006","Poland","Threshold 2",74048,
"2007","Poland","Threshold 2",85528,
"2008","Poland","Threshold 2",85528,
"2000","Portugal","Threshold 2",5731.19,
"2001","Portugal","Threshold 2",6035.45,
"2002","Portugal","Threshold 2",6201.42,
"2003","Portugal","Threshold 2",6325.45,
"2004","Portugal","Threshold 2",6452,
"2005","Portugal","Threshold 2",6581,
"2006","Portugal","Threshold 2",6732,
"2007","Portugal","Threshold 2",6873,
"2008","Portugal","Threshold 2",7017,
"2009","Portugal","Threshold 2",7192,
"2010","Portugal","Threshold 2",7250,
"2011","Portugal","Threshold 2",7410,
"2012","Portugal","Threshold 2",7410,
"2013","Portugal","Threshold 2",20000,
"2000","Slovak Republic","Threshold 2",4979.088,
"2001","Slovak Republic","Threshold 2",4979.088,
"2002","Slovak Republic","Threshold 2",5974.905,
"2003","Slovak Republic","Threshold 2",5974.905,
"2000","Spain","Threshold 2",12873.679,
"2001","Spain","Threshold 2",12874,
"2002","Spain","Threshold 2",12873.68,
"2003","Spain","Threshold 2",13800,
"2004","Spain","Threshold 2",13800,
"2005","Spain","Threshold 2",14076,
"2006","Spain","Threshold 2",14357.52,
"2007","Spain","Threshold 2",32360,
"2008","Spain","Threshold 2",33007.2,
"2009","Spain","Threshold 2",33007.2,
"2010","Spain","Threshold 2",33007.2,
"2011","Spain","Threshold 2",33007.2,
"2012","Spain","Threshold 2",33007.2,
"2013","Spain","Threshold 2",33007.2,
"2000","Sweden","Threshold 2",374000,
"2001","Sweden","Threshold 2",390400,
"2002","Sweden","Threshold 2",414200,
"2003","Sweden","Threshold 2",430000,
"2004","Sweden","Threshold 2",441300,
"2005","Sweden","Threshold 2",450500,
"2006","Sweden","Threshold 2",460600,
"2007","Sweden","Threshold 2",476700,
"2008","Sweden","Threshold 2",495000,
"2009","Sweden","Threshold 2",526200,
"2010","Sweden","Threshold 2",532700,
"2011","Sweden","Threshold 2",548300,
"2012","Sweden","Threshold 2",574300,
"2013","Sweden","Threshold 2",591600,
"2000","Switzerland","Threshold 2",27900,
"2001","Switzerland","Threshold 2",27900,
"2002","Switzerland","Threshold 2",27900,
"2003","Switzerland","Threshold 2",27900,
"2004","Switzerland","Threshold 2",27900,
"2005","Switzerland","Threshold 2",27900,
"2006","Switzerland","Threshold 2",29800,
"2007","Switzerland","Threshold 2",29800,
"2008","Switzerland","Threshold 2",29800,
"2009","Switzerland","Threshold 2",29800,
"2010","Switzerland","Threshold 2",29800,
"2011","Switzerland","Threshold 2",31500,
"2012","Switzerland","Threshold 2",31600,
"2013","Switzerland","Threshold 2",31600,
"2000","Turkey","Threshold 2",6250000000,
"2001","Turkey","Threshold 2",7000000000,
"2002","Turkey","Threshold 2",9500000000,
"2003","Turkey","Threshold 2",12000000000,
"2004","Turkey","Threshold 2",14000000000,
"2005","Turkey","Threshold 2",15000,
"2006","Turkey","Threshold 2",18000,
"2007","Turkey","Threshold 2",19000,
"2008","Turkey","Threshold 2",19800,
"2009","Turkey","Threshold 2",22000,
"2010","Turkey","Threshold 2",22000,
"2011","Turkey","Threshold 2",23000,
"2012","Turkey","Threshold 2",25000,
"2013","Turkey","Threshold 2",26000,
"2000","United Kingdom","Threshold 2",28400,
"2001","United Kingdom","Threshold 2",29400,
"2002","United Kingdom","Threshold 2",29900,
"2003","United Kingdom","Threshold 2",30500,
"2004","United Kingdom","Threshold 2",31400,
"2005","United Kingdom","Threshold 2",32400,
"2006","United Kingdom","Threshold 2",33300,
"2007","United Kingdom","Threshold 2",34600,
"2010","United Kingdom","Threshold 2",150000,
"2011","United Kingdom","Threshold 2",150000,
"2012","United Kingdom","Threshold 2",150000,
"2013","United Kingdom","Threshold 2",150000,
"2000","United States","Threshold 2",63550,
"2001","United States","Threshold 2",27050,
"2002","United States","Threshold 2",27950,
"2003","United States","Threshold 2",28400,
"2004","United States","Threshold 2",29050,
"2005","United States","Threshold 2",29700,
"2006","United States","Threshold 2",30650,
"2007","United States","Threshold 2",31850,
"2008","United States","Threshold 2",32550,
"2009","United States","Threshold 2",33950,
"2010","United States","Threshold 2",34000,
"2011","United States","Threshold 2",34500,
"2012","United States","Threshold 2",35350,
"2013","United States","Threshold 2",36250,
"2000","Chile","Threshold 2",16560000,
"2001","Chile","Threshold 2",17114400,
"2002","Chile","Threshold 2",17633400,
"2003","Chile","Threshold 2",17843400,
"2004","Chile","Threshold 2",18184800,
"2005","Chile","Threshold 2",18942600,
"2006","Chile","Threshold 2",19323600,
"2007","Chile","Threshold 2",20533200,
"2008","Chile","Threshold 2",22591200,
"2009","Chile","Threshold 2",22117800,
"2010","Chile","Threshold 2",22563000,
"2011","Chile","Threshold 2",23412600,
"2012","Chile","Threshold 2",24123600,
"2013","Chile","Threshold 2",24123600,
"2000","Israel","Threshold 2",46680,
"2001","Israel","Threshold 2",46680,
"2002","Israel","Threshold 2",42630,
"2003","Israel","Threshold 2",50520,
"2004","Israel","Threshold 2",92400,
"2005","Israel","Threshold 2",89040,
"2006","Israel","Threshold 2",91440,
"2007","Israel","Threshold 2",91200,
"2008","Israel","Threshold 2",93720,
"2009","Israel","Threshold 2",97920,
"2010","Israel","Threshold 2",101640,
"2011","Israel","Threshold 2",103920,
"2012","Israel","Threshold 2",106560,
"2013","Israel","Threshold 2",106560,
"2000","Slovenia","Threshold 2",9540.94,
"2001","Slovenia","Threshold 2",10676.31,
"2002","Slovenia","Threshold 2",11711.91,
"2003","Slovenia","Threshold 2",12590.3,
"2004","Slovenia","Threshold 2",13307.95,
"2005","Slovenia","Threshold 2",10599.23,
"2006","Slovenia","Threshold 2",10821.82,
"2007","Slovenia","Threshold 2",13600,
"2008","Slovenia","Threshold 2",14375.2,
"2009","Slovenia","Threshold 2",14820.83,
"2010","Slovenia","Threshold 2",15057.96,
"2011","Slovenia","Threshold 2",15268.77,
"2012","Slovenia","Threshold 2",15681.03,
"2013","Slovenia","Threshold 2",18960.28,
"2000","Australia","Marginal rate 3",30,
"2001","Australia","Marginal rate 3",30,
"2002","Australia","Marginal rate 3",30,
"2003","Australia","Marginal rate 3",30,
"2004","Australia","Marginal rate 3",30,
"2005","Australia","Marginal rate 3",30,
"2006","Australia","Marginal rate 3",30,
"2007","Australia","Marginal rate 3",30,
"2008","Australia","Marginal rate 3",30,
"2009","Australia","Marginal rate 3",30,
"2010","Australia","Marginal rate 3",30,
"2011","Australia","Marginal rate 3",30,
"2012","Australia","Marginal rate 3",30,
"2013","Australia","Marginal rate 3",32.5,
"2000","Austria","Marginal rate 3",31,
"2001","Austria","Marginal rate 3",31,
"2002","Austria","Marginal rate 3",31,
"2003","Austria","Marginal rate 3",31,
"2004","Austria","Marginal rate 3",31,
"2005","Austria","Marginal rate 3",43.596,
"2006","Austria","Marginal rate 3",43.596,
"2007","Austria","Marginal rate 3",43.596,
"2008","Austria","Marginal rate 3",43.596,
"2009","Austria","Marginal rate 3",43.214,
"2010","Austria","Marginal rate 3",43.214,
"2011","Austria","Marginal rate 3",43.214,
"2012","Austria","Marginal rate 3",43.214,
"2013","Austria","Marginal rate 3",43.214,
"2000","Belgium","Marginal rate 3",40,
"2001","Belgium","Marginal rate 3",40,
"2002","Belgium","Marginal rate 3",40,
"2003","Belgium","Marginal rate 3",40,
"2004","Belgium","Marginal rate 3",40,
"2005","Belgium","Marginal rate 3",40,
"2006","Belgium","Marginal rate 3",40,
"2007","Belgium","Marginal rate 3",40,
"2008","Belgium","Marginal rate 3",40,
"2009","Belgium","Marginal rate 3",40,
"2010","Belgium","Marginal rate 3",40,
"2011","Belgium","Marginal rate 3",40,
"2012","Belgium","Marginal rate 3",40,
"2013","Belgium","Marginal rate 3",40,
"2000","Canada","Marginal rate 3",29,
"2001","Canada","Marginal rate 3",26,
"2002","Canada","Marginal rate 3",26,
"2003","Canada","Marginal rate 3",26,
"2004","Canada","Marginal rate 3",26,
"2005","Canada","Marginal rate 3",26,
"2006","Canada","Marginal rate 3",26,
"2007","Canada","Marginal rate 3",26,
"2008","Canada","Marginal rate 3",26,
"2009","Canada","Marginal rate 3",26,
"2010","Canada","Marginal rate 3",26,
"2011","Canada","Marginal rate 3",26,
"2012","Canada","Marginal rate 3",26,
"2013","Canada","Marginal rate 3",26,
"2000","Czech Republic","Marginal rate 3",25,
"2001","Czech Republic","Marginal rate 3",25,
"2002","Czech Republic","Marginal rate 3",25,
"2003","Czech Republic","Marginal rate 3",25,
"2004","Czech Republic","Marginal rate 3",25,
"2005","Czech Republic","Marginal rate 3",25,
"2006","Czech Republic","Marginal rate 3",25,
"2007","Czech Republic","Marginal rate 3",25,
"2000","Denmark","Marginal rate 3",28,
"2001","Denmark","Marginal rate 3",27.25,
"2002","Denmark","Marginal rate 3",26.5,
"2003","Denmark","Marginal rate 3",26.5,
"2004","Denmark","Marginal rate 3",26.6,
"2005","Denmark","Marginal rate 3",26.48,
"2006","Denmark","Marginal rate 3",26.48,
"2007","Denmark","Marginal rate 3",26.48,
"2008","Denmark","Marginal rate 3",26.48,
"2000","Finland","Marginal rate 3",15,
"2001","Finland","Marginal rate 3",18,
"2002","Finland","Marginal rate 3",17,
"2003","Finland","Marginal rate 3",16,
"2004","Finland","Marginal rate 3",15,
"2005","Finland","Marginal rate 3",15,
"2006","Finland","Marginal rate 3",14,
"2007","Finland","Marginal rate 3",19.5,
"2008","Finland","Marginal rate 3",19,
"2009","Finland","Marginal rate 3",18,
"2010","Finland","Marginal rate 3",17.5,
"2011","Finland","Marginal rate 3",17.5,
"2012","Finland","Marginal rate 3",17.5,
"2013","Finland","Marginal rate 3",17.5,
"2000","France","Marginal rate 3",21.75,
"2001","France","Marginal rate 3",21,
"2002","France","Marginal rate 3",19.74,
"2003","France","Marginal rate 3",19.14,
"2004","France","Marginal rate 3",19.14,
"2005","France","Marginal rate 3",19.14,
"2006","France","Marginal rate 3",14,
"2007","France","Marginal rate 3",14,
"2008","France","Marginal rate 3",14,
"2009","France","Marginal rate 3",14,
"2010","France","Marginal rate 3",14,
"2011","France","Marginal rate 3",14,
"2012","France","Marginal rate 3",14,
"2013","France","Marginal rate 3",14,
"2000","Greece","Marginal rate 3",15,
"2001","Greece","Marginal rate 3",15,
"2002","Greece","Marginal rate 3",30,
"2003","Greece","Marginal rate 3",30,
"2004","Greece","Marginal rate 3",30,
"2005","Greece","Marginal rate 3",30,
"2006","Greece","Marginal rate 3",30,
"2007","Greece","Marginal rate 3",39,
"2008","Greece","Marginal rate 3",37,
"2009","Greece","Marginal rate 3",35,
"2010","Greece","Marginal rate 3",24,
"2011","Greece","Marginal rate 3",18,
"2012","Greece","Marginal rate 3",18,
"2013","Greece","Marginal rate 3",18,
"2000","Hungary","Marginal rate 3",40,
"2001","Hungary","Marginal rate 3",40,
"2002","Hungary","Marginal rate 3",40,
"2003","Hungary","Marginal rate 3",40,
"2004","Hungary","Marginal rate 3",38,
"2010","Iceland","Marginal rate 3",33,
"2011","Iceland","Marginal rate 3",31.8,
"2012","Iceland","Marginal rate 3",31.8,
"2013","Iceland","Marginal rate 3",31.8,
"2000","Italy","Marginal rate 3",33.5,
"2001","Italy","Marginal rate 3",32,
"2002","Italy","Marginal rate 3",32,
"2003","Italy","Marginal rate 3",31,
"2004","Italy","Marginal rate 3",31,
"2005","Italy","Marginal rate 3",39,
"2006","Italy","Marginal rate 3",39,
"2007","Italy","Marginal rate 3",38,
"2008","Italy","Marginal rate 3",38,
"2009","Italy","Marginal rate 3",38,
"2010","Italy","Marginal rate 3",38,
"2011","Italy","Marginal rate 3",38,
"2012","Italy","Marginal rate 3",38,
"2013","Italy","Marginal rate 3",38,
