"race_unique","office_type_fin","place","area","term","cntyname","date","office","recode_offname","total_votes","n_to_vote_for","n_candidates","n_incumb","n_incumb_per_office","n_candidates_per_office","n_open_seats","avg_winner","sd_winner","median_winner","lowest_winner","top_loser","loser_margin","loser_margin_pct","loser_difference_median_winner","avg_votes_per_office","entity_name","year","office_pretty"
"2002 200201015","City Council","APPLE VALLEY",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",34698,3,8,2,0.666666666666667,2.66666666666667,1,6062,906.268723944504,6136,5121,4822,299,0.00861721136664938,0.048728813559322,11566,"Apple Valley",2002,"City Council"
"2002 200201016","City Council","BARSTOW",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",6867,2,8,2,1,4,0,1451.5,113.844191771034,1451.5,1371,1311,60,0.00873743993010048,0.0413365483982088,3433.5,"Barstow",2002,"City Council"
"2002 200201017","City Council","BIG BEAR LAKE",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",5109,3,7,1,0.333333333333333,2.33333333333333,2,982.333333333333,52.9937103186155,974,934,596,338,0.0661577608142494,0.347022587268994,1703,"Big Bear Lake",2002,"City Council"
"2002 200201018","City Council","CHINO",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",14830,2,3,2,1,1.5,0,5639,674.579869251966,5639,5162,3552,1610,0.108563722184761,0.285511615534669,7415,"Chino",2002,"City Council"
"2002 200201019","City Council","CHINO HILLS",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",28218,3,4,3,1,1.33333333333333,0,7742.33333333333,666.338002318143,7601,7158,4991,2167,0.0767949535757318,0.285094066570188,9406,"Chino Hills",2002,"City Council"
"2002 200201020","City Council","FONTANTA",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",23870,1,5,2,2,5,-1,6196,NA,6196,6196,6150,46,0.0019271051529116,0.00742414460942544,23870,"Fontanta",2002,"City Council"
"2002 200201021","City Council","GRAND TERRACE",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",4080,2,4,0,0,2,2,1166.5,77.0746391493337,1166.5,1112,960,152,0.0372549019607843,0.130304329189884,2040,"Grand Terrace",2002,"City Council"
"2002 200201022","City Council","HESPERIA",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",28354,3,7,2,0.666666666666667,2.33333333333333,1,5494.66666666667,520.865945645646,5204,5184,4789,395,0.0139310150243352,0.0759031514219831,9451.33333333333,"Hesperia",2002,"City Council"
"2002 200201023","City Council","HIGHLAND",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",17598,3,5,2,0.666666666666667,1.66666666666667,1,4222.66666666667,359.825420632469,4357,3815,3254,561,0.0318786225707467,0.128758319944916,5866,"Highland",2002,"City Council"
"2002 200201024","City Council","MONTCLAIR",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",6632,2,4,1,0.5,2,1,1977,52.3259018078045,1977,1940,1691,249,0.0375452352231604,0.125948406676783,3316,"Montclair",2002,"City Council"
"2002 200201025","City Council","ONTARIO",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",31670,2,7,2,1,3.5,0,6531,575.58491988585,6531,6124,5645,479,0.0151247237132933,0.0733425202878579,15835,"Ontario",2002,"City Council"
"2002 200201026","City Council","RANCHO CUCAMONGA",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",43710,2,7,2,1,3.5,0,10401,1937.47258045114,10401,9031,6957,2074,0.0474490963166323,0.19940390347082,21855,"Rancho Cucamonga",2002,"City Council"
"2002 200201027","City Council","RIALTO",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",16134,2,4,2,1,2,0,4660,121.622366364086,4660,4574,3999,575,0.0356390231808603,0.123390557939914,8067,"Rialto",2002,"City Council"
"2002 200201028","City Council","TWENTYNINE PALMS",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",6110,3,9,3,1,3,0,954.666666666667,42.5245027405769,938,923,812,111,0.0181669394435352,0.118336886993603,2036.66666666667,"Twentynine Palms",2002,"City Council"
"2002 200201029","City Council","UPLAND",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",37077,3,5,2,0.666666666666667,1.66666666666667,1,8068,227.356548179286,8174,7807,6800,1007,0.0271596946894301,0.123195497920235,12359,"Upland",2002,"City Council"
"2002 200201030","City Council","VICTORVILLE",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",15569,2,3,2,1,1.5,0,5850,264.457936163769,5850,5663,3869,1794,0.115228980666709,0.306666666666667,7784.5,"Victorville",2002,"City Council"
"2002 200201031","City Council","YUCAIPA",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",15707,2,4,2,1,2,0,4758.5,101.116269709676,4758.5,4687,4457,230,0.0146431527344496,0.048334559209835,7853.5,"Yucaipa",2002,"City Council"
"2002 200201032","City Council","YUCCA VALLEY",NA,"Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",10288,3,6,2,0.666666666666667,2,1,2188.66666666667,382.290901452459,2119,1846,1531,315,0.0306181959564541,0.148655025955639,3429.33333333333,"Yucca Valley",2002,"City Council"
"2002 200201033","City Council","COLTON","1","Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",770,1,2,1,1,2,0,561,NA,561,561,209,352,0.457142857142857,0.627450980392157,770,"Colton",2002,"City Council"
"2002 200201034","City Council","COLTON","2","Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",1390,1,2,1,1,2,0,841,NA,841,841,549,292,0.210071942446043,0.347205707491082,1390,"Colton",2002,"City Council"
"2002 200201035","City Council","COLTON","4","Full","SAN BERNARDINO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",942,1,2,1,1,2,0,687,NA,687,687,255,432,0.45859872611465,0.62882096069869,942,"Colton",2002,"City Council"
"2002 200201037","Mayor","COLTON",NA,"Full","SAN BERNARDINO",2002-11-05,"MAYOR","OTHER CITY OFFICE",5756,1,3,1,1,3,0,3303,NA,3303,3303,1627,1676,0.291174426685198,0.507417499243112,5756,"Colton",2002,"Mayor"
"2002 200201038","Mayor","FONTANTA",NA,"Full","SAN BERNARDINO",2002-11-05,"MAYOR","OTHER CITY OFFICE",14518,1,3,1,1,3,0,6886,NA,6886,6886,6054,832,0.0573081691693071,0.12082486203892,14518,"Fontanta",2002,"Mayor"
"2002 200201039","Mayor","MONTCLAIR",NA,"Full","SAN BERNARDINO",2002-11-05,"MAYOR","OTHER CITY OFFICE",4234,1,3,1,1,3,0,2145,NA,2145,2145,1120,1025,0.242087860179499,0.477855477855478,4234,"Montclair",2002,"Mayor"
"2002 200201040","Mayor","ONTARIO",NA,"Full","SAN BERNARDINO",2002-11-05,"MAYOR","OTHER CITY OFFICE",18355,1,3,1,1,3,0,9729,NA,9729,9729,4638,5091,0.27736311631708,0.523280912735122,18355,"Ontario",2002,"Mayor"
"2002 200201041","Mayor","RANCHO CUCAMONGA",NA,"Full","SAN BERNARDINO",2002-11-05,"MAYOR","OTHER CITY OFFICE",17190,1,1,1,1,1,0,17190,NA,17190,17190,NA,NA,NA,NA,17190,"Rancho Cucamonga",2002,"Mayor"
"2002 200201042","City Council","EL CAJON",NA,"Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",11510,1,8,0,0,8,1,2837,NA,2837,2837,993,1844,0.160208514335361,0.649982375749031,11510,"El Cajon",2002,"City Council"
"2002 200201043","City Council","LEMON GROVE",NA,"Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",7011,2,5,2,1,2.5,0,2025.5,215.667568261897,2025.5,1873,1351,522,0.0744544287548139,0.257714144655641,3505.5,"Lemon Grove",2002,"City Council"
"2002 200201044","City Council","CHULA VISTA","1","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",21128,1,3,1,1,3,0,14130,NA,14130,14130,4787,9343,0.442209390382431,0.661217268223638,21128,"Chula Vista",2002,"City Council"
"2002 200201045","City Council","CHULA VISTA","2","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",21506,1,3,0,0,3,1,12134,NA,12134,12134,4863,7271,0.338091695340835,0.599225317290259,21506,"Chula Vista",2002,"City Council"
"2002 200201046","City Council","SAN DIEGO","2","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",28410,1,7,0,0,7,1,4279,NA,4279,4279,2829,1450,0.0510383667722633,0.338864220612293,28410,"San Diego",2002,"City Council"
"2002 200201047","City Council","SAN DIEGO","4","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",15143,1,10,0,0,10,1,1655,NA,1655,1655,1134,521,0.0344053357987189,0.314803625377644,15143,"San Diego",2002,"City Council"
"2002 200201048","City Council","SAN DIEGO","6","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",26735,1,2,1,1,2,0,17136,NA,17136,17136,9599,7537,0.281915092575276,0.439834267040149,26735,"San Diego",2002,"City Council"
"2002 200201049","City Council","SAN DIEGO","8","Full","SAN DIEGO",2002-03-05,"CITY COUNCIL","CITY COUNCIL",8723,1,2,1,1,2,0,6103,NA,6103,6103,2620,3483,0.399289235354809,0.570702932983778,8723,"San Diego",2002,"City Council"
"2002 200201050","Mayor","CHULA VISTA",NA,"Full","SAN DIEGO",2002-03-05,"MAYOR","OTHER CITY OFFICE",22214,1,3,0,0,3,1,996,NA,996,996,NA,NA,NA,NA,22214,"Chula Vista",2002,"Mayor"
"2002 200201051","Mayor","LEMON GROVE",NA,"Full","SAN DIEGO",2002-03-05,"MAYOR","OTHER CITY OFFICE",4141,1,6,1,1,6,0,1894,NA,1894,1894,1384,510,0.123158657329148,0.269271383315734,4141,"Lemon Grove",2002,"Mayor"
"2002 200201053","City Council","CARLSBAD",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",42489,2,7,1,0.5,3.5,1,10057,3445.02423794086,10057,7621,6959,662,0.0155805031890607,0.0658247986477081,21244.5,"Carlsbad",2002,"City Council"
"2002 200201054","City Council","CORONADO",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",11744,2,7,2,1,3.5,0,2364.5,105.358910396796,2364.5,2290,2121,169,0.0143903269754768,0.0714738845421865,5872,"Coronado",2002,"City Council"
"2002 200201055","City Council","DEL MAR",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",3069,2,3,1,0.5,1.5,1,1231.5,12.0208152801713,1231.5,1223,606,617,0.201042684913653,0.501015022330491,1534.5,"Del Mar",2002,"City Council"
"2002 200201056","City Council","EL CAJON",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",15955,1,6,1,1,6,0,6026,NA,6026,6026,4181,1845,0.115637731118772,0.306173249253236,15955,"El Cajon",2002,"City Council"
"2002 200201057","City Council","ENCINITAS",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",32379,2,5,2,1,2.5,0,8454.5,487.196572237531,8454.5,8110,7733,377,0.011643349084283,0.0445916375894494,16189.5,"Encinitas",2002,"City Council"
"2002 200201058","City Council","ESCONDIDO",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",39532,2,6,1,0.5,3,1,10445.5,2120.61323677846,10445.5,8946,7885,1061,0.0268390164929677,0.101574840840553,19766,"Escondido",2002,"City Council"
"2002 200201059","City Council","IMPERIAL BEACH",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",6598,2,6,1,0.5,3,1,1787.5,627.203714912468,1787.5,1344,1273,71,0.0107608366171567,0.0397202797202797,3299,"Imperial Beach",2002,"City Council"
"2002 200201060","City Council","LA MESA",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",22513,2,4,1,0.5,2,1,7526,1103.08657865101,7526,6746,4212,2534,0.112557189179585,0.336699441934627,11256.5,"La Mesa",2002,"City Council"
"2002 200201061","City Council","NATIONAL CITY",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",10902,2,6,1,0.5,3,1,2378.5,126.572113832392,2378.5,2289,1930,359,0.0329297376628142,0.150935463527433,5451,"National City",2002,"City Council"
"2002 200201062","City Council","OCEANSIDE",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",64043,2,9,2,1,4.5,0,12296.5,1624.2242763855,12296.5,11148,9472,1676,0.0261699170869572,0.136298946854796,32021.5,"Oceanside",2002,"City Council"
"2002 200201063","City Council","POWAY",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",23837,2,3,2,1,1.5,0,8883,130.107647738325,8883,8791,6071,2720,0.114108318999874,0.306202859394349,11918.5,"Poway",2002,"City Council"
"2002 200201064","City Council","SAN MARCOS",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",21368,2,7,2,1,3.5,0,5326.5,680.943830282645,5326.5,4845,4728,117,0.00547547734930738,0.0219656434807097,10684,"San Marcos",2002,"City Council"
"2002 200201065","City Council","SANTEE",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",36105,3,8,2,0.666666666666667,2.66666666666667,1,5811.66666666667,714.011437816883,5658,5187,5178,9,0.000249272953884504,0.00159066808059385,12035,"Santee",2002,"City Council"
"2002 200201066","City Council","SOLANA BEACH",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",7673,2,3,2,1,1.5,0,2742.5,379.716341497176,2742.5,2474,2188,286,0.0372735566271341,0.104284412032817,3836.5,"Solana Beach",2002,"City Council"
"2002 200201067","City Council","VISTA",NA,"Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",26916,2,6,1,0.5,3,1,6624.5,368.402632998191,6624.5,6364,4870,1494,0.055506018724922,0.225526454826779,13458,"Vista",2002,"City Council"
"2002 200201068","City Council","SAN DIEGO","2","Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",40660,1,2,0,0,2,1,22610,NA,22610,22610,18050,4560,0.11214953271028,0.201680672268908,40660,"San Diego",2002,"City Council"
"2002 200201069","City Council","SAN DIEGO","4","Full","SAN DIEGO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",22873,1,2,0,0,2,1,11965,NA,11965,11965,10908,1057,0.0462116906396188,0.0883409945674885,22873,"San Diego",2002,"City Council"
"2002 200201072","Mayor","CARLSBAD",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",25289,1,2,1,1,2,0,16244,NA,16244,16244,9045,7199,0.284669223773182,0.443179019945826,25289,"Carlsbad",2002,"Mayor"
"2002 200201073","Mayor","CHULA VISTA",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",35304,1,2,1,1,2,0,19000,NA,19000,19000,16304,2696,0.0763652843870383,0.141894736842105,35304,"Chula Vista",2002,"Mayor"
"2002 200201074","Mayor","EL CAJON",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",16920,1,5,1,1,5,0,8607,NA,8607,8607,6177,2430,0.143617021276596,0.282328337399791,16920,"El Cajon",2002,"Mayor"
"2002 200201075","Mayor","ESCONDIDO",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",23478,1,2,1,1,2,0,15276,NA,15276,15276,8202,7074,0.301303347814976,0.463079340141398,23478,"Escondido",2002,"Mayor"
"2002 200201076","Mayor","IMPERIAL BEACH",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",4105,2,3,1,0.5,1.5,1,1874,879.640835796065,1874,1252,357,895,0.218026796589525,0.477588046958378,2052.5,"Imperial Beach",2002,"Mayor"
"2002 200201077","Mayor","LA MESA",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",15167,1,2,1,1,2,0,8422,NA,8422,8422,6745,1677,0.11056899848355,0.199121348848255,15167,"La Mesa",2002,"Mayor"
"2002 200201078","Mayor","NATIONAL CITY",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",7222,1,3,1,1,3,0,3534,NA,3534,3534,1942,1592,0.220437551924675,0.45048104131296,7222,"National City",2002,"Mayor"
"2002 200201079","Mayor","POWAY",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",14497,1,2,1,1,2,0,10035,NA,10035,10035,4462,5573,0.384424363661447,0.555356253114101,14497,"Poway",2002,"Mayor"
"2002 200201080","Mayor","SAN MARCOS",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",12135,1,3,1,1,3,0,6360,NA,6360,6360,3794,2566,0.211454470539761,0.403459119496855,12135,"San Marcos",2002,"Mayor"
"2002 200201081","Mayor","VISTA",NA,"Full","SAN DIEGO",2002-11-05,"MAYOR","OTHER CITY OFFICE",16093,1,6,1,1,6,0,5497,NA,5497,5497,4956,541,0.0336171006027465,0.098417318537384,16093,"Vista",2002,"Mayor"
"2002 200201082","City Council","SAN JOAQUIN","1","Full","SAN JOAQUIN",2002-03-05,"CITY COUNCIL","CITY COUNCIL",6074,1,3,0,0,3,1,3581,NA,3581,3581,1333,2248,0.370102074415542,0.627757609606255,6074,"San Joaquin",2002,"City Council"
"2002 200201083","City Council","SAN JOAQUIN","3","Full","SAN JOAQUIN",2002-03-05,"CITY COUNCIL","CITY COUNCIL",6241,1,3,1,1,3,0,3979,NA,3979,3979,1228,2751,0.440794744431982,0.691379743654184,6241,"San Joaquin",2002,"City Council"
"2002 200201084","City Council","SAN JOAQUIN","5","Full","SAN JOAQUIN",2002-03-05,"CITY COUNCIL","CITY COUNCIL",3366,1,3,1,1,3,0,1987,NA,1987,1987,917,1070,0.317884729649436,0.538500251635632,3366,"San Joaquin",2002,"City Council"
"2002 200201085","City Council","ESCALON",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",4722,3,8,1,0.333333333333333,2.66666666666667,2,837.666666666667,150.699480202598,915,664,628,36,0.00762388818297332,0.039344262295082,1574,"Escalon",2002,"City Council"
"2002 200201086","City Council","LATHROP",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",2443,2,3,1,0.5,1.5,1,866,130.107647738325,866,774,711,63,0.0257879656160458,0.0727482678983834,1221.5,"Lathrop",2002,"City Council"
"2002 200201087","City Council","LODI",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",38870,3,8,2,0.666666666666667,2.66666666666667,1,7680.33333333333,818.800545513578,7272,7146,7125,21,0.000540262413172112,0.00288778877887789,12956.6666666667,"Lodi",2002,"City Council"
"2002 200201088","City Council","MANTECA",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",18941,2,8,2,1,4,0,4792.5,668.215908221287,4792.5,4320,3300,1020,0.0538514333984478,0.21283255086072,9470.5,"Manteca",2002,"City Council"
"2002 200201089","City Council","RIPON",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",6145,2,5,2,1,2.5,0,1533.5,229.809703885628,1533.5,1371,1194,177,0.0288039056143206,0.115422236713401,3072.5,"Ripon",2002,"City Council"
"2002 200201090","City Council","TRACY",NA,"Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",21008,2,5,2,1,2.5,0,4975,59.39696961967,4975,4933,4254,679,0.0323210205635948,0.136482412060302,10504,"Tracy",2002,"City Council"
"2002 200201091","City Council","STOCKTON","1","Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",41414,1,2,0,0,2,1,25009,NA,25009,25009,16405,8604,0.207755831361375,0.344036146987085,41414,"Stockton",2002,"City Council"
"2002 200201092","City Council","STOCKTON","3","Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",40674,1,2,1,1,2,0,26807,NA,26807,26807,13867,12940,0.318139351920146,0.482709739993285,40674,"Stockton",2002,"City Council"
"2002 200201093","City Council","STOCKTON","5","Full","SAN JOAQUIN",2002-11-05,"CITY COUNCIL","CITY COUNCIL",40868,1,2,1,1,2,0,26980,NA,26980,26980,13888,13092,0.320348438876382,0.48524833209785,40868,"Stockton",2002,"City Council"
"2002 200201094","Mayor","LATHROP",NA,"Full","SAN JOAQUIN",2002-11-05,"MAYOR","OTHER CITY OFFICE",1804,1,2,0,0,2,1,1047,NA,1047,1047,757,290,0.160753880266075,0.276981852913085,1804,"Lathrop",2002,"Mayor"
"2002 200201095","Mayor","MANTECA",NA,"Full","SAN JOAQUIN",2002-11-05,"MAYOR","OTHER CITY OFFICE",10895,1,3,1,1,3,0,5847,NA,5847,5847,3567,2280,0.209270307480496,0.38994356080041,10895,"Manteca",2002,"Mayor"
"2002 200201096","Mayor","TRACY",NA,"Full","SAN JOAQUIN",2002-11-05,"MAYOR","OTHER CITY OFFICE",12184,1,3,1,1,3,0,7103,NA,7103,7103,3566,3537,0.290298752462246,0.497958609038434,12184,"Tracy",2002,"Mayor"
"2002 200201098","City Council","ARROYO GRANDE",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",10782,2,4,1,0.5,2,1,3183.5,229.809703885628,3183.5,3021,2901,120,0.0111296605453534,0.0376943615517512,5391,"Arroyo Grande",2002,"City Council"
"2002 200201099","City Council","ATASCADERO",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",13852,2,4,0,0,2,2,4261,749.53318805774,4261,3731,3242,489,0.0353017614784869,0.114761793006337,6926,"Atascadero",2002,"City Council"
"2002 200201100","City Council","GROVER BEACH",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",5090,2,4,1,0.5,2,1,1549,390.322943214974,1549,1273,1002,271,0.0532416502946955,0.174951581665591,2545,"Grover Beach",2002,"City Council"
"2002 200201101","City Council","MORROW BAY",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",7011,2,4,1,0.5,2,1,1927,261.629509039023,1927,1742,1720,22,0.00313792611610327,0.01141670991178,3505.5,"Morrow Bay",2002,"City Council"
"2002 200201102","City Council","PASA ROBLES",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",11972,2,5,2,1,2.5,0,2784.5,14.8492424049175,2784.5,2774,2244,530,0.0442699632475777,0.190339378703537,5986,"Pasa Robles",2002,"City Council"
"2002 200201103","City Council","PISMO BEACH",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",8157,3,6,1,0.333333333333333,2,2,1577.33333333333,17.0391705588427,1568,1567,1319,248,0.0304033345592742,0.158163265306122,2719,"Pismo Beach",2002,"City Council"
"2002 200201104","City Council","SAN LUIS OBISPO",NA,"Full","SAN LUIS OBISPO",2002-11-05,"CITY COUNCIL","CITY COUNCIL",21846,2,4,1,0.5,2,1,6191.5,986.413959755234,6191.5,5494,5483,11,0.000503524672708963,0.00177662924977792,10923,"San Luis Obispo",2002,"City Council"
"2002 200201106","Mayor","ARROYO GRANDE",NA,"Full","SAN LUIS OBISPO",2002-11-05,"MAYOR","OTHER CITY OFFICE",6098,1,2,0,0,2,1,3627,NA,3627,3627,2471,1156,0.189570350934733,0.31872070581748,6098,"Arroyo Grande",2002,"Mayor"
"2002 200201107","Mayor","MORROW BAY",NA,"Full","SAN LUIS OBISPO",2002-11-05,"MAYOR","OTHER CITY OFFICE",4108,1,2,0,0,2,1,2288,NA,2288,2288,1820,468,0.113924050632911,0.204545454545455,4108,"Morrow Bay",2002,"Mayor"
"2002 200201108","Mayor","PASA ROBLES",NA,"Full","SAN LUIS OBISPO",2002-11-05,"MAYOR","OTHER CITY OFFICE",5718,1,1,1,1,1,0,5718,NA,5718,5718,NA,NA,NA,NA,5718,"Pasa Robles",2002,"Mayor"
